Member_number,Date,itemDescription,Cost,Date_Format
2365,2-Jun-14,beef,8,41792
1923,2-Jun-14,domestic eggs,5,41792
4772,2-Jun-14,whole milk,3,41792
4371,2-Jun-14,chocolate,6,41792
1767,2-Jun-14,UHT-milk,9,41792
2093,2-Jun-14,other vegetables,6,41792
2199,2-Jun-14,rolls/buns,2,41792
2742,2-Jun-14,cream cheese ,19,41792
4645,2-Jun-14,butter,2.5,41792
3438,2-Jun-14,rolls/buns,2,41792
2157,2-Jun-14,chocolate marshmallow,22,41792
3468,2-Jun-14,yogurt,2.65,41792
4891,2-Jun-14,dog food,26,41792
2612,2-Jun-14,specialty bar,4,41792
1932,2-Jun-14,onions,4,41792
2807,2-Jun-14,newspapers,3,41792
1811,2-Jun-14,other vegetables,6,41792
2605,2-Jun-14,other vegetables,6,41792
3895,2-Jun-14,soda,7,41792
1905,2-Jun-14,butter,2.5,41792
1011,2-Jun-14,pastry,6,41792
2365,2-Jun-14,margarine,6,41792
1923,2-Jun-14,tropical fruit,5,41792
4772,2-Jun-14,sauces,5.5,41792
4371,2-Jun-14,domestic eggs,5,41792
2862,2-Jun-14,kitchen towels,5,41792
3129,2-Jun-14,coffee,16,41792
4995,2-Jun-14,mayonnaise,5,41792
2063,2-Jun-14,brandy,31,41792
2068,2-Jun-14,yogurt,2.65,41792
2807,2-Jun-14,newspapers,3,41792
1811,2-Jun-14,dessert,11,41792
2605,2-Jun-14,yogurt,2.65,41792
3895,2-Jun-14,yogurt,2.65,41792
2157,2-Jun-14,dishes,7,41792
2807,2-Jun-14,rolls/buns,2,41792
1811,2-Jun-14,pastry,6,41792
2605,2-Jun-14,white bread,1.4,41792
3895,2-Jun-14,margarine,6,41792
2862,2-Jun-14,shopping bags,1.8,41792
3129,2-Jun-14,dessert,11,41792
4995,2-Jun-14,domestic eggs,5,41792
2063,2-Jun-14,pastry,6,41792
2068,2-Jun-14,specialty vegetables,10,41792
4891,2-Jun-14,cream cheese ,19,41792
2612,2-Jun-14,newspapers,3,41792
4262,3-Jun-14,frozen meals,6,41793
2009,3-Jun-14,pork,9,41793
4109,3-Jun-14,pet care,21,41793
1756,3-Jun-14,whole milk,3,41793
4839,3-Jun-14,sausage,2.49,41793
3553,3-Jun-14,pip fruit,4,41793
1166,3-Jun-14,bottled water,3,41793
4217,3-Jun-14,root vegetables,8,41793
3600,3-Jun-14,whipped/sour cream,8,41793
1566,3-Jun-14,citrus fruit,4,41793
1925,3-Jun-14,brown bread,1.8,41793
4473,3-Jun-14,bottled beer,31,41793
1520,3-Jun-14,beef,8,41793
2112,3-Jun-14,soda,7,41793
1170,3-Jun-14,chocolate,6,41793
4383,3-Jun-14,whole milk,3,41793
2315,3-Jun-14,hamburger meat,6,41793
1512,3-Jun-14,detergent,11,41793
4125,3-Jun-14,pip fruit,4,41793
1212,3-Jun-14,tropical fruit,5,41793
3205,3-Jun-14,other vegetables,6,41793
2349,3-Jun-14,soda,7,41793
1685,3-Jun-14,soda,7,41793
2155,3-Jun-14,pip fruit,4,41793
4262,3-Jun-14,red/blush wine,11,41793
2009,3-Jun-14,pastry,6,41793
4109,3-Jun-14,whole milk,3,41793
1756,3-Jun-14,soda,7,41793
4839,3-Jun-14,onions,4,41793
3553,3-Jun-14,waffles,7,41793
1166,3-Jun-14,tropical fruit,5,41793
4217,3-Jun-14,brown bread,1.8,41793
3600,3-Jun-14,other vegetables,6,41793
1566,3-Jun-14,dessert,11,41793
1925,3-Jun-14,long life bakery product,7,41793
4473,3-Jun-14,other vegetables,6,41793
1520,3-Jun-14,other vegetables,6,41793
2112,3-Jun-14,sliced cheese,5,41793
1170,3-Jun-14,shopping bags,1.8,41793
4383,3-Jun-14,whipped/sour cream,8,41793
2315,3-Jun-14,newspapers,3,41793
1512,3-Jun-14,rolls/buns,2,41793
4125,3-Jun-14,rolls/buns,2,41793
1212,3-Jun-14,salt,3,41793
3205,3-Jun-14,whipped/sour cream,8,41793
2349,3-Jun-14,red/blush wine,11,41793
1685,3-Jun-14,bottled water,3,41793
2155,3-Jun-14,soda,7,41793
1512,3-Jun-14,yogurt,2.65,41793
4107,3-Jun-14,whipped/sour cream,8,41793
1955,3-Jun-14,shopping bags,1.8,41793
4090,3-Jun-14,specialty bar,4,41793
4217,3-Jun-14,domestic eggs,5,41793
3600,3-Jun-14,shopping bags,1.8,41793
1566,3-Jun-14,newspapers,3,41793
4262,3-Jun-14,whipped/sour cream,8,41793
4107,3-Jun-14,soda,7,41793
1955,3-Jun-14,napkins,6,41793
4090,3-Jun-14,shopping bags,1.8,41793
2609,4-Jun-14,beverages,36,41794
4391,4-Jun-14,butter,2.5,41794
2612,4-Jun-14,citrus fruit,4,41794
3783,4-Jun-14,red/blush wine,11,41794
1755,4-Jun-14,waffles,7,41794
2754,4-Jun-14,whole milk,3,41794
3881,4-Jun-14,beverages,36,41794
1136,4-Jun-14,rolls/buns,2,41794
2751,4-Jun-14,frozen meals,6,41794
4888,4-Jun-14,onions,4,41794
2546,4-Jun-14,fish,14,41794
2414,4-Jun-14,chicken,7,41794
4502,4-Jun-14,pip fruit,4,41794
2671,4-Jun-14,whole milk,3,41794
3511,4-Jun-14,whole milk,3,41794
3329,4-Jun-14,cream cheese ,19,41794
4257,4-Jun-14,other vegetables,6,41794
1379,4-Jun-14,whole milk,3,41794
2395,4-Jun-14,tropical fruit,5,41794
2609,4-Jun-14,sliced cheese,5,41794
4391,4-Jun-14,citrus fruit,4,41794
2612,4-Jun-14,pastry,6,41794
3783,4-Jun-14,bottled water,3,41794
1755,4-Jun-14,spread cheese,9,41794
2754,4-Jun-14,ice cream,16,41794
3881,4-Jun-14,waffles,7,41794
1136,4-Jun-14,fruit/vegetable juice,11,41794
2751,4-Jun-14,dental care,5,41794
4888,4-Jun-14,sauces,5.5,41794
2546,4-Jun-14,candy,11,41794
2414,4-Jun-14,cling film/bags,2,41794
4502,4-Jun-14,sugar,16,41794
2671,4-Jun-14,salty snack,6,41794
3511,4-Jun-14,bottled beer,31,41794
3329,4-Jun-14,pastry,6,41794
4257,4-Jun-14,soft cheese,9,41794
1379,4-Jun-14,margarine,6,41794
2395,4-Jun-14,margarine,6,41794
4502,4-Jun-14,frozen vegetables,11,41794
4693,4-Jun-14,bottled beer,31,41794
3881,4-Jun-14,specialty chocolate,21,41794
2754,4-Jun-14,detergent,11,41794
2754,4-Jun-14,rolls/buns,2,41794
2609,4-Jun-14,semi-finished bread,3,41794
4693,4-Jun-14,pastry,6,41794
2546,4-Jun-14,rolls/buns,2,41794
1447,5-Jun-14,tropical fruit,5,41795
3570,5-Jun-14,beef,8,41795
1822,5-Jun-14,candy,11,41795
3144,5-Jun-14,other vegetables,6,41795
1970,5-Jun-14,brown bread,1.8,41795
3427,5-Jun-14,meat,21,41795
3306,5-Jun-14,canned beer,4.5,41795
2501,5-Jun-14,other vegetables,6,41795
2272,5-Jun-14,whole milk,3,41795
2656,5-Jun-14,bottled water,3,41795
2981,5-Jun-14,fruit/vegetable juice,11,41795
1073,5-Jun-14,yogurt,2.65,41795
4875,5-Jun-14,pip fruit,4,41795
2357,5-Jun-14,pip fruit,4,41795
2394,5-Jun-14,whole milk,3,41795
1145,5-Jun-14,brown bread,1.8,41795
1447,5-Jun-14,other vegetables,6,41795
3570,5-Jun-14,cake bar,11,41795
1822,5-Jun-14,citrus fruit,4,41795
3144,5-Jun-14,pastry,6,41795
1970,5-Jun-14,whole milk,3,41795
3427,5-Jun-14,yogurt,2.65,41795
3306,5-Jun-14,whole milk,3,41795
2501,5-Jun-14,pork,9,41795
2272,5-Jun-14,napkins,6,41795
2656,5-Jun-14,yogurt,2.65,41795
2981,5-Jun-14,canned beer,4.5,41795
1073,5-Jun-14,bottled water,3,41795
4875,5-Jun-14,chocolate,6,41795
2357,5-Jun-14,frozen vegetables,11,41795
2394,5-Jun-14,curd,4,41795
1145,5-Jun-14,other vegetables,6,41795
1169,5-Jun-14,napkins,6,41795
1753,5-Jun-14,cream cheese ,19,41795
2357,5-Jun-14,whipped/sour cream,8,41795
1970,5-Jun-14,white bread,1.4,41795
1822,5-Jun-14,pasta,11,41795
1822,5-Jun-14,soda,7,41795
3144,5-Jun-14,shopping bags,1.8,41795
1447,5-Jun-14,fruit/vegetable juice,11,41795
3570,5-Jun-14,butter,2.5,41795
1073,5-Jun-14,domestic eggs,5,41795
2357,5-Jun-14,whipped/sour cream,8,41795
1169,5-Jun-14,cleaner,4.5,41795
1753,5-Jun-14,fruit/vegetable juice,11,41795
3309,6-Jun-14,whole milk,3,41796
1282,6-Jun-14,soda,7,41796
2112,6-Jun-14,whole milk,3,41796
2957,6-Jun-14,shopping bags,1.8,41796
3693,6-Jun-14,root vegetables,8,41796
2453,6-Jun-14,root vegetables,8,41796
1870,6-Jun-14,waffles,7,41796
1037,6-Jun-14,citrus fruit,4,41796
4163,6-Jun-14,whole milk,3,41796
2653,6-Jun-14,dessert,11,41796
2789,6-Jun-14,pork,9,41796
4624,6-Jun-14,soda,7,41796
2439,6-Jun-14,coffee,16,41796
2123,6-Jun-14,cream cheese ,19,41796
3479,6-Jun-14,herbs,8,41796
1507,6-Jun-14,bottled water,3,41796
4962,6-Jun-14,hygiene articles,5,41796
4121,6-Jun-14,yogurt,2.65,41796
4091,6-Jun-14,other vegetables,6,41796
4583,6-Jun-14,tropical fruit,5,41796
2843,6-Jun-14,rum,39,41796
2194,6-Jun-14,beef,8,41796
2389,6-Jun-14,bottled water,3,41796
4509,6-Jun-14,meat,21,41796
4370,6-Jun-14,sausage,2.49,41796
1985,6-Jun-14,butter milk,2.65,41796
4407,6-Jun-14,misc. beverages,21,41796
1328,6-Jun-14,other vegetables,6,41796
3309,6-Jun-14,domestic eggs,5,41796
1282,6-Jun-14,bottled water,3,41796
2112,6-Jun-14,popcorn,6,41796
2957,6-Jun-14,other vegetables,6,41796
3693,6-Jun-14,whipped/sour cream,8,41796
2453,6-Jun-14,whole milk,3,41796
1870,6-Jun-14,other vegetables,6,41796
1037,6-Jun-14,shopping bags,1.8,41796
4163,6-Jun-14,cat food,9,41796
2653,6-Jun-14,dog food,26,41796
2789,6-Jun-14,bottled beer,31,41796
4624,6-Jun-14,vinegar,7,41796
2439,6-Jun-14,bottled beer,31,41796
2123,6-Jun-14,long life bakery product,7,41796
3479,6-Jun-14,pip fruit,4,41796
1507,6-Jun-14,hair spray,11,41796
4962,6-Jun-14,yogurt,2.65,41796
4121,6-Jun-14,whipped/sour cream,8,41796
4091,6-Jun-14,bottled beer,31,41796
4583,6-Jun-14,other vegetables,6,41796
2843,6-Jun-14,rolls/buns,2,41796
2194,6-Jun-14,whole milk,3,41796
2389,6-Jun-14,frozen vegetables,11,41796
4509,6-Jun-14,liquor,19,41796
4370,6-Jun-14,yogurt,2.65,41796
1985,6-Jun-14,bottled water,3,41796
4407,6-Jun-14,liquor (appetizer),20,41796
1328,6-Jun-14,bottled beer,31,41796
1865,6-Jun-14,bottled beer,31,41796
4484,6-Jun-14,whipped/sour cream,8,41796
2922,6-Jun-14,misc. beverages,21,41796
2194,6-Jun-14,frozen vegetables,11,41796
2389,6-Jun-14,frozen vegetables,11,41796
4509,6-Jun-14,male cosmetics,21,41796
2123,6-Jun-14,pastry,6,41796
1037,6-Jun-14,chewing gum,3,41796
1037,6-Jun-14,cake bar,11,41796
4163,6-Jun-14,bottled beer,31,41796
2653,6-Jun-14,newspapers,3,41796
2789,6-Jun-14,butter,2.5,41796
4624,6-Jun-14,napkins,6,41796
2439,6-Jun-14,shopping bags,1.8,41796
2194,6-Jun-14,soda,7,41796
2389,6-Jun-14,UHT-milk,9,41796
4509,6-Jun-14,fruit/vegetable juice,11,41796
1865,6-Jun-14,brown bread,1.8,41796
4484,6-Jun-14,canned fish,7,41796
2922,6-Jun-14,coffee,16,41796
1507,6-Jun-14,processed cheese,13,41796
2962,7-Jun-14,root vegetables,8,41797
1022,7-Jun-14,sausage,2.49,41797
1063,7-Jun-14,whole milk,3,41797
2272,7-Jun-14,frankfurter,3,41797
1674,7-Jun-14,detergent,11,41797
2955,7-Jun-14,hamburger meat,6,41797
1853,7-Jun-14,hygiene articles,5,41797
3141,7-Jun-14,brown bread,1.8,41797
2183,7-Jun-14,other vegetables,6,41797
2589,7-Jun-14,whole milk,3,41797
1830,7-Jun-14,citrus fruit,4,41797
1654,7-Jun-14,whole milk,3,41797
3359,7-Jun-14,shopping bags,1.8,41797
2014,7-Jun-14,dessert,11,41797
1615,7-Jun-14,herbs,8,41797
3832,7-Jun-14,condensed milk,2.5,41797
3295,7-Jun-14,hamburger meat,6,41797
3714,7-Jun-14,other vegetables,6,41797
4859,7-Jun-14,other vegetables,6,41797
4364,7-Jun-14,whole milk,3,41797
4984,7-Jun-14,pastry,6,41797
1779,7-Jun-14,long life bakery product,7,41797
1754,7-Jun-14,pastry,6,41797
3479,7-Jun-14,turkey,14,41797
3280,7-Jun-14,beef,8,41797
1304,7-Jun-14,hamburger meat,6,41797
2962,7-Jun-14,brown bread,1.8,41797
1022,7-Jun-14,fruit/vegetable juice,11,41797
1063,7-Jun-14,citrus fruit,4,41797
2272,7-Jun-14,whole milk,3,41797
1674,7-Jun-14,tropical fruit,5,41797
2955,7-Jun-14,soda,7,41797
1853,7-Jun-14,bottled water,3,41797
3141,7-Jun-14,ketchup,4,41797
2183,7-Jun-14,vinegar,7,41797
2589,7-Jun-14,bottled water,3,41797
1830,7-Jun-14,bottled water,3,41797
1654,7-Jun-14,other vegetables,6,41797
3359,7-Jun-14,butter,2.5,41797
2014,7-Jun-14,brown bread,1.8,41797
1615,7-Jun-14,white bread,1.4,41797
3832,7-Jun-14,bottled water,3,41797
3295,7-Jun-14,other vegetables,6,41797
3714,7-Jun-14,butter,2.5,41797
4859,7-Jun-14,curd,4,41797
4364,7-Jun-14,rolls/buns,2,41797
4984,7-Jun-14,domestic eggs,5,41797
1779,7-Jun-14,rolls/buns,2,41797
1754,7-Jun-14,bottled water,3,41797
3479,7-Jun-14,long life bakery product,7,41797
3280,7-Jun-14,soda,7,41797
1304,7-Jun-14,other vegetables,6,41797
1276,7-Jun-14,dessert,11,41797
3090,7-Jun-14,newspapers,3,41797
2965,7-Jun-14,newspapers,3,41797
2589,7-Jun-14,whipped/sour cream,8,41797
1674,7-Jun-14,soda,7,41797
2955,7-Jun-14,pastry,6,41797
1674,7-Jun-14,margarine,6,41797
2955,7-Jun-14,newspapers,3,41797
1853,7-Jun-14,candy,11,41797
3141,7-Jun-14,soda,7,41797
3295,7-Jun-14,chocolate marshmallow,22,41797
1276,7-Jun-14,house keeping products,11,41797
3090,7-Jun-14,shopping bags,1.8,41797
2965,7-Jun-14,coffee,16,41797
1615,7-Jun-14,curd cheese,8,41797
3832,7-Jun-14,bottled beer,31,41797
3847,8-Jun-14,sausage,2.49,41798
4192,8-Jun-14,beverages,36,41798
4738,8-Jun-14,bottled beer,31,41798
1774,8-Jun-14,butter,2.5,41798
3855,8-Jun-14,meat,21,41798
1883,8-Jun-14,pork,9,41798
1141,8-Jun-14,cat food,9,41798
2252,8-Jun-14,yogurt,2.65,41798
2441,8-Jun-14,whipped/sour cream,8,41798
2639,8-Jun-14,bottled beer,31,41798
4693,8-Jun-14,onions,4,41798
1535,8-Jun-14,napkins,6,41798
4463,8-Jun-14,pip fruit,4,41798
4573,8-Jun-14,whole milk,3,41798
4862,8-Jun-14,yogurt,2.65,41798
4772,8-Jun-14,yogurt,2.65,41798
1179,8-Jun-14,cereals,10,41798
2212,8-Jun-14,butter,2.5,41798
3451,8-Jun-14,semi-finished bread,3,41798
1057,8-Jun-14,tropical fruit,5,41798
1247,8-Jun-14,butter,2.5,41798
3802,8-Jun-14,specialty chocolate,21,41798
3847,8-Jun-14,UHT-milk,9,41798
4192,8-Jun-14,whole milk,3,41798
4738,8-Jun-14,dog food,26,41798
1774,8-Jun-14,newspapers,3,41798
3855,8-Jun-14,cream cheese ,19,41798
1883,8-Jun-14,butter,2.5,41798
1141,8-Jun-14,rolls/buns,2,41798
2252,8-Jun-14,canned vegetables,8,41798
2441,8-Jun-14,candy,11,41798
2639,8-Jun-14,canned fish,7,41798
4693,8-Jun-14,root vegetables,8,41798
1535,8-Jun-14,whole milk,3,41798
4463,8-Jun-14,bottled beer,31,41798
4573,8-Jun-14,pot plants,3,41798
1187,8-Jun-14,soda,7,41798
4862,8-Jun-14,tropical fruit,5,41798
4772,8-Jun-14,curd,4,41798
1179,8-Jun-14,soda,7,41798
2212,8-Jun-14,soda,7,41798
3451,8-Jun-14,yogurt,2.65,41798
1057,8-Jun-14,UHT-milk,9,41798
1247,8-Jun-14,candy,11,41798
3802,8-Jun-14,chewing gum,3,41798
4862,8-Jun-14,whipped/sour cream,8,41798
4772,8-Jun-14,rolls/buns,2,41798
2252,8-Jun-14,seasonal products,15,41798
2441,8-Jun-14,butter,2.5,41798
1187,8-Jun-14,soda,7,41798
4862,8-Jun-14,Instant food products,17,41798
4772,8-Jun-14,whipped/sour cream,8,41798
2639,8-Jun-14,fruit/vegetable juice,11,41798
2544,9-Jun-14,sausage,2.49,41799
2251,9-Jun-14,pork,9,41799
1750,9-Jun-14,whole milk,3,41799
1878,9-Jun-14,rolls/buns,2,41799
4607,9-Jun-14,pastry,6,41799
3676,9-Jun-14,whipped/sour cream,8,41799
3083,9-Jun-14,tropical fruit,5,41799
2345,9-Jun-14,whipped/sour cream,8,41799
1810,9-Jun-14,pork,9,41799
3581,9-Jun-14,soda,7,41799
3790,9-Jun-14,brown bread,1.8,41799
1996,9-Jun-14,rolls/buns,2,41799
4812,9-Jun-14,yogurt,2.65,41799
3176,9-Jun-14,whole milk,3,41799
4661,9-Jun-14,whole milk,3,41799
2712,9-Jun-14,other vegetables,6,41799
3681,9-Jun-14,margarine,6,41799
2716,9-Jun-14,curd,4,41799
3905,9-Jun-14,rolls/buns,2,41799
2544,9-Jun-14,soda,7,41799
2251,9-Jun-14,whole milk,3,41799
1750,9-Jun-14,baking powder,4,41799
1878,9-Jun-14,canned beer,4.5,41799
4607,9-Jun-14,specialty bar,4,41799
3676,9-Jun-14,other vegetables,6,41799
3083,9-Jun-14,flour,21,41799
2345,9-Jun-14,candy,11,41799
1810,9-Jun-14,bottled water,3,41799
3581,9-Jun-14,rolls/buns,2,41799
3790,9-Jun-14,yogurt,2.65,41799
1996,9-Jun-14,yogurt,2.65,41799
4812,9-Jun-14,other vegetables,6,41799
3176,9-Jun-14,pastry,6,41799
4661,9-Jun-14,butter,2.5,41799
2712,9-Jun-14,frozen meals,6,41799
3681,9-Jun-14,frozen vegetables,11,41799
2716,9-Jun-14,soda,7,41799
3905,9-Jun-14,bottled beer,31,41799
1810,9-Jun-14,baking powder,4,41799
1233,9-Jun-14,whipped/sour cream,8,41799
4812,9-Jun-14,baking powder,4,41799
1750,9-Jun-14,newspapers,3,41799
4812,9-Jun-14,candy,11,41799
1233,9-Jun-14,shopping bags,1.8,41799
2345,9-Jun-14,whole milk,3,41799
3676,9-Jun-14,honey,9,41799
3083,9-Jun-14,specialty chocolate,21,41799
3844,10-Jun-14,yogurt,2.65,41800
4339,10-Jun-14,meat spreads,15,41800
3549,10-Jun-14,canned beer,4.5,41800
1259,10-Jun-14,hamburger meat,6,41800
2814,10-Jun-14,whole milk,3,41800
1275,10-Jun-14,citrus fruit,4,41800
2898,10-Jun-14,rolls/buns,2,41800
2536,10-Jun-14,photo/film,31,41800
3122,10-Jun-14,root vegetables,8,41800
2736,10-Jun-14,turkey,14,41800
1870,10-Jun-14,liquor (appetizer),20,41800
2267,10-Jun-14,other vegetables,6,41800
4707,10-Jun-14,whole milk,3,41800
3415,10-Jun-14,other vegetables,6,41800
2069,10-Jun-14,root vegetables,8,41800
1472,10-Jun-14,specialty bar,4,41800
2489,10-Jun-14,coffee,16,41800
2019,10-Jun-14,citrus fruit,4,41800
4234,10-Jun-14,sliced cheese,5,41800
3224,10-Jun-14,root vegetables,8,41800
4232,10-Jun-14,whole milk,3,41800
3844,10-Jun-14,bathroom cleaner,7,41800
4339,10-Jun-14,mayonnaise,5,41800
3549,10-Jun-14,other vegetables,6,41800
1259,10-Jun-14,coffee,16,41800
2814,10-Jun-14,butter,2.5,41800
1275,10-Jun-14,pastry,6,41800
2898,10-Jun-14,soda,7,41800
2536,10-Jun-14,white bread,1.4,41800
3122,10-Jun-14,pastry,6,41800
2736,10-Jun-14,semi-finished bread,3,41800
1870,10-Jun-14,yogurt,2.65,41800
2267,10-Jun-14,instant coffee,9,41800
4707,10-Jun-14,fruit/vegetable juice,11,41800
3415,10-Jun-14,bottled water,3,41800
2069,10-Jun-14,napkins,6,41800
1004,10-Jun-14,rolls/buns,2,41800
1472,10-Jun-14,sliced cheese,5,41800
2489,10-Jun-14,shopping bags,1.8,41800
2019,10-Jun-14,candy,11,41800
4234,10-Jun-14,whole milk,3,41800
3224,10-Jun-14,soda,7,41800
4232,10-Jun-14,processed cheese,13,41800
3026,10-Jun-14,chewing gum,3,41800
1004,10-Jun-14,red/blush wine,11,41800
1582,10-Jun-14,shopping bags,1.8,41800
1004,10-Jun-14,chocolate,6,41800
1870,10-Jun-14,specialty chocolate,21,41800
2267,10-Jun-14,instant coffee,9,41800
3549,10-Jun-14,salty snack,6,41800
1870,10-Jun-14,rolls/buns,2,41800
2267,10-Jun-14,hygiene articles,5,41800
3026,10-Jun-14,ice cream,16,41800
1582,10-Jun-14,sparkling wine,26,41800
2814,10-Jun-14,newspapers,3,41800
3438,11-Jun-14,chicken,7,41801
3616,11-Jun-14,grapes,8,41801
2550,11-Jun-14,curd,4,41801
2464,11-Jun-14,sausage,2.49,41801
1970,11-Jun-14,ham,11,41801
1913,11-Jun-14,chicken,7,41801
1470,11-Jun-14,tropical fruit,5,41801
4271,11-Jun-14,whipped/sour cream,8,41801
4283,11-Jun-14,liquor (appetizer),20,41801
4494,11-Jun-14,berries,7.5,41801
3626,11-Jun-14,bottled beer,31,41801
3218,11-Jun-14,cereals,10,41801
4176,11-Jun-14,other vegetables,6,41801
2612,11-Jun-14,berries,7.5,41801
4001,11-Jun-14,dessert,11,41801
4728,11-Jun-14,pastry,6,41801
1379,11-Jun-14,meat,21,41801
3915,11-Jun-14,other vegetables,6,41801
1921,11-Jun-14,root vegetables,8,41801
3632,11-Jun-14,oil,6,41801
4448,11-Jun-14,citrus fruit,4,41801
3438,11-Jun-14,white wine,36,41801
3616,11-Jun-14,rolls/buns,2,41801
2550,11-Jun-14,pip fruit,4,41801
2464,11-Jun-14,other vegetables,6,41801
1970,11-Jun-14,pastry,6,41801
1913,11-Jun-14,male cosmetics,21,41801
1470,11-Jun-14,fruit/vegetable juice,11,41801
4271,11-Jun-14,pot plants,3,41801
4283,11-Jun-14,coffee,16,41801
4494,11-Jun-14,frozen meals,6,41801
3626,11-Jun-14,other vegetables,6,41801
3218,11-Jun-14,sugar,16,41801
4176,11-Jun-14,rolls/buns,2,41801
2612,11-Jun-14,pastry,6,41801
4001,11-Jun-14,soda,7,41801
4728,11-Jun-14,soda,7,41801
1379,11-Jun-14,oil,6,41801
3915,11-Jun-14,coffee,16,41801
1921,11-Jun-14,chocolate,6,41801
3632,11-Jun-14,candy,11,41801
4448,11-Jun-14,curd,4,41801
4728,11-Jun-14,instant coffee,9,41801
1059,11-Jun-14,dessert,11,41801
4595,11-Jun-14,white bread,1.4,41801
1379,11-Jun-14,candles,7,41801
4283,11-Jun-14,bottled beer,31,41801
3438,11-Jun-14,margarine,6,41801
1379,11-Jun-14,female sanitary products,6,41801
1059,11-Jun-14,spread cheese,9,41801
4595,11-Jun-14,salty snack,6,41801
4176,11-Jun-14,waffles,7,41801
2612,11-Jun-14,soda,7,41801
4494,11-Jun-14,dish cleaner,9,41801
4431,12-Jun-14,whole milk,3,41802
4622,12-Jun-14,chicken,7,41802
4028,12-Jun-14,coffee,16,41802
3185,12-Jun-14,oil,6,41802
3900,12-Jun-14,packaged fruit/vegetables,6,41802
